brand,model,model_link,variant,variant_link,available
hyundai,verna,https://www.zigwheels.com/hyundai-cars/verna,sx opt turbo dct,https://www.zigwheels.com/hyundai-cars/verna/sx-opt-turbo-dct,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,era,https://www.zigwheels.com/hyundai-cars/i20/era,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,magna,https://www.zigwheels.com/hyundai-cars/i20/magna,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,sportz,https://www.zigwheels.com/hyundai-cars/i20/sportz,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,sportz dt,https://www.zigwheels.com/hyundai-cars/i20/sportz-dt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,sportz opt,https://www.zigwheels.com/hyundai-cars/i20/sportz-opt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,sportz opt dt,https://www.zigwheels.com/hyundai-cars/i20/sportz-opt-dt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,asta,https://www.zigwheels.com/hyundai-cars/i20/asta,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,sportz ivt,https://www.zigwheels.com/hyundai-cars/i20/sportz-ivt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,sportz opt ivt,https://www.zigwheels.com/hyundai-cars/i20/sportz-opt-ivt-dt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,asta opt,https://www.zigwheels.com/hyundai-cars/i20/asta-opt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,asta opt dt,https://www.zigwheels.com/hyundai-cars/i20/asta-opt-dt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,asta opt ivt,https://www.zigwheels.com/hyundai-cars/i20/asta-opt-ivt,1
hyundai,i20,https://www.zigwheels.com/hyundai-cars/i20,asta opt ivt dt,https://www.zigwheels.com/hyundai-cars/i20/asta-opt-ivt-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,executive,https://www.zigwheels.com/hyundai-cars/creta-electric/executive,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart,https://www.zigwheels.com/hyundai-cars/creta-electric/smart,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o),https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) dt,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,premium,https://www.zigwheels.com/hyundai-cars/creta-electric/premium,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,premium dt,https://www.zigwheels.com/hyundai-cars/creta-electric/premium-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) hc,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-hc,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) hc dt,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-hc-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,premium hc,https://www.zigwheels.com/hyundai-cars/creta-electric/premium-hc,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,premium hc dt,https://www.zigwheels.com/hyundai-cars/creta-electric/premium-hc-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) lr,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-lr,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) lr dt,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-lr-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) lr hc,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-lr-hc,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,smart (o) lr hc dt,https://www.zigwheels.com/hyundai-cars/creta-electric/smart-o-lr-hc-dt,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,excellence lr,https://www.zigwheels.com/hyundai-cars/creta-electric/excellence-lr,1
hyundai,creta electric,https://www.zigwheels.com/hyundai-cars/creta-electric,excellence lr dt,https://www.zigwheels.com/hyundai-cars/creta-electric/excellence-lr-dt,1
